"";"ID de l'entité";"Code INSEE";"Type d'entité";"Nom de l'entité";"Editeur de la source";"Commune";"Adresse";"Code Postal";"Coordonnées";"Email";"URL";"Notes";"EPCI";"Département";"Région";"Code Officiel Région";"Nom Officiel Région";"Code Officiel Commune / Arrondissement Municipal";"Nom Officiel Commune / Arrondissement Municipal";"Population municipale";"Population comptée à part";"Population totale";"Code Officiel Département";"Code Officiel Arrondissement Départemental";"Année de recensement";"Année d’entrée en vigueur";"Année de référence géographique";"Nom Officiel EPCI";"Code Officiel EPCI";"Nom Officiel Département";"Dernier Recensement";"Déclaration Obligatoire"
"9482";"mairie-65433-01";"65433";"Mairie";"Mairie - Soues";"La Direction de l'information légale et administrative (Premier ministre)";"Soues";"26 rue André-Fourcade";"65430";"43.2043991089, 0.0997449979186";"mairie@soues.fr";"http://www.soues.com";"";"CA Tarbes-Lourdes-Pyrénées";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65433";"Soues";3047;40;3087;"65";3;2020;2023;2022;"CA Tarbes-Lourdes-Pyrénées";200069300;"Hautes-Pyrénées";2020;"No"
"22521";"mairie-65435-01";"65435";"Mairie";"Mairie - Soulom";"La Direction de l'information légale et administrative (Premier ministre)";"Soulom";"13 avenue des Deux-Ponts";"65260";"42.9566993713, -0.0745220035315";"mairie.soulom@orange.fr";"";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65435";"Soulom";283;4;287;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"34163";"mairie-65436-01";"65436";"Mairie";"Mairie - Souyeaux";"La Direction de l'information légale et administrative (Premier ministre)";"Souyeaux";"1 route de Coussan";"65350";"43.2410125732, 0.174037992954";"mairie.souyeaux@orange.fr";"http://www.souyeaux.fr";"";"CC des Coteaux du Val-d'Arros";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65436";"Souyeaux";303;11;314;"65";3;2020;2023;2022;"CC des Coteaux du Val d'Arros";200070803;"Hautes-Pyrénées";2020;"No"
"20512";"mairie-65437-01";"65437";"Mairie";"Mairie - Tajan";"La Direction de l'information légale et administrative (Premier ministre)";"Tajan";"122 chemin de l'Hartigou";"65300";"43.18698, 0.461165";"mairiedetajan@nordnet.fr";"";"Horaires à compter du 1er novembre 2020.";"CC du Plateau de Lannemezan";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65437";"Tajan";131;5;136;"65";2;2020;2023;2022;"CC du Plateau de Lannemezan";200070787;"Hautes-Pyrénées";2020;"No"
"34164";"mairie-65438-01";"65438";"Mairie";"Mairie - Talazac";"La Direction de l'information légale et administrative (Premier ministre)";"Talazac";"Hôtel de Ville";"65500";"43.333927, 0.031505";"m.talazac@wanadoo.fr";"";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65438";"Talazac";76;2;78;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"9418";"mairie-65439-01";"65439";"Mairie";"Mairie - Tarasteix";"La Direction de l'information légale et administrative (Premier ministre)";"Tarasteix";"108 chemin Larroze";"65320";"43.320095, -0.006964";"mairie.tarasteix@wanadoo.fr";"http://www.tarasteix.fr";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65439";"Tarasteix";269;3;272;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"23515";"mairie-65440-01";"65440";"Mairie";"Mairie - Tarbes";"La Direction de l'information légale et administrative (Premier ministre)";"Tarbes Cedex 9";"[""""Place Jean-Jaurès"""", """"BP 1329""""]";"65013";"43.2327587, 0.0780332";"secr.gen@mairie-tarbes.fr";"http://www.tarbes.fr";"";"CA Tarbes-Lourdes-Pyrénées";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65440";"Tarbes";42925;1019;43944;"65";3;2020;2023;2022;"CA Tarbes-Lourdes-Pyrénées";200069300;"Hautes-Pyrénées";2020;"Yes"
"31599";"mairie-65441-01";"65441";"Mairie";"Mairie - Thèbe";"La Direction de l'information légale et administrative (Premier ministre)";"Thèbe";"Village";"65370";"42.9650611877, 0.589818000793";"mairiedethebe@gmail.com";"";"";"CC Neste Barousse";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65441";"Thèbe";79;2;81;"65";2;2020;2023;2022;"CC Neste Barousse";200070829;"Hautes-Pyrénées";2020;"No"
"8177";"mairie-65442-01";"65442";"Mairie";"Mairie - Thermes-Magnoac";"La Direction de l'information légale et administrative (Premier ministre)";"Thermes-Magnoac";"55 place du 19-Mars-1962";"65230";"43.299009168967515, 0.5921974182128986";"mairie-thermes-magnoac@wanadoo.fr";"http://www.thermes-magnoac.com";"";"CC du Pays de Trie et du Magnoac";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65442";"Thermes-Magnoac";209;1;210;"65";3;2020;2023;2022;"CC du Pays de Trie et du Magnoac";200070795;"Hautes-Pyrénées";2020;"No"
"26852";"mairie-65443-01";"65443";"Mairie";"Mairie - Thuy";"La Direction de l'information légale et administrative (Premier ministre)";"Thuy";"140 rue des Pyrénées";"65350";"43.257646, 0.244018";"thuy.mairie@gmail.com";"";"";"CC des Coteaux du Val-d'Arros";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65443";"Thuy";16;0;16;"65";3;2020;2023;2022;"CC des Coteaux du Val d'Arros";200070803;"Hautes-Pyrénées";2020;"No"
"28324";"mairie-65444-01";"65444";"Mairie";"Mairie - Tibiran-Jaunac";"La Direction de l'information légale et administrative (Premier ministre)";"Tibiran-Jaunac";"Village";"65150";"43.046842, 0.544001";"";"";"";"CC Neste Barousse";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65444";"Tibiran-Jaunac";323;2;325;"65";2;2020;2023;2022;"CC Neste Barousse";200070829;"Hautes-Pyrénées";2020;"No"
"14412";"mairie-65445-01";"65445";"Mairie";"Mairie - Tilhouse";"La Direction de l'information légale et administrative (Premier ministre)";"Tilhouse";"35 route des Baronnies";"65130";"43.08752, 0.310515";"tilhouse.mairie@wanadoo.fr";"";"";"CC du Plateau de Lannemezan";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65445";"Tilhouse";230;5;235;"65";2;2020;2023;2022;"CC du Plateau de Lannemezan";200070787;"Hautes-Pyrénées";2020;"No"
"13662";"mairie-65446-01";"65446";"Mairie";"Mairie - Tostat";"La Direction de l'information légale et administrative (Premier ministre)";"Tostat";"12 rue du Pic-du-Midi";"65140";"43.3271789551, 0.0979050025344";"cne.tostat@wanadoo.fr";"http://www.tostat.fr";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65446";"Tostat";549;4;553;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"5717";"mairie-65447-01";"65447";"Mairie";"Mairie - Tournay";"La Direction de l'information légale et administrative (Premier ministre)";"Tournay";"1 place d'Astarac";"65190";"43.1850013733, 0.243686005473";"mairie@ville-tournay.fr";"http://www.ville-tournay.fr";"Accueil sur rendez-vous uniquement pour les cartes d'identité et passeports.";"CC des Coteaux du Val-d'Arros";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65447";"Tournay";1164;21;1185;"65";3;2020;2023;2022;"CC des Coteaux du Val d'Arros";200070803;"Hautes-Pyrénées";2020;"No"
"12806";"mairie-65448-01";"65448";"Mairie";"Mairie - Tournous-Darré";"La Direction de l'information légale et administrative (Premier ministre)";"Tournous-Darré";"8 route de Tournon";"65220";"43.2869987488, 0.361452013254";"mairietournousdarre@orange.fr";"";"";"CC du Pays de Trie et du Magnoac";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65448";"Tournous-Darré";87;4;91;"65";3;2020;2023;2022;"CC du Pays de Trie et du Magnoac";200070795;"Hautes-Pyrénées";2020;"No"
"17657";"mairie-65449-01";"65449";"Mairie";"Mairie - Tournous-Devant";"La Direction de l'information légale et administrative (Premier ministre)";"Tournous-Devant";"Le Village";"65330";"43.2477760315, 0.418009996414";"devant.tournous@orange.fr";"";"";"CC du Plateau de Lannemezan";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65449";"Tournous-Devant";87;5;92;"65";2;2020;2023;2022;"CC du Plateau de Lannemezan";200070787;"Hautes-Pyrénées";2020;"No"
"20607";"mairie-65450-01";"65450";"Mairie";"Mairie - Tramezaïgues";"La Direction de l'information légale et administrative (Premier ministre)";"Tramezaïgues";"Le Village";"65170";"42.7974662, 0.289258";"commune.tramezaygues@wanadoo.fr";"";"";"CC Aure-Louron";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65450";"Tramezaïgues";39;1;40;"65";2;2020;2023;2022;"CC Aure Louron";246500573;"Hautes-Pyrénées";2020;"No"
"18974";"mairie-65451-01";"65451";"Mairie";"Mairie - Trébons";"La Direction de l'information légale et administrative (Premier ministre)";"Trébons";"23 avenue des Victimes-du-11-Juin-1944";"65200";"43.1016998291, 0.121108002961";"trebons.mairie@orange.fr";"http://www.mairietrebons65.fr";"";"CC de la Haute-Bigorre";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65451";"Trébons";749;14;763;"65";2;2020;2023;2022;"CC de la Haute-Bigorre";246500482;"Hautes-Pyrénées";2020;"No"
"11082";"mairie-65452-01";"65452";"Mairie";"Mairie - Trie-sur-Baïse";"La Direction de l'information légale et administrative (Premier ministre)";"Trie-sur-Baïse";"Place de la Mairie";"65220";"43.3208999, 0.371187";"mairie.trie@orange.fr";"";"";"CC du Pays de Trie et du Magnoac";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65452";"Trie-sur-Baïse";1001;26;1027;"65";3;2020;2023;2022;"CC du Pays de Trie et du Magnoac";200070795;"Hautes-Pyrénées";2020;"No"
"569";"mairie-65453-01";"65453";"Mairie";"Mairie - Troubat";"La Direction de l'information légale et administrative (Premier ministre)";"Troubat";"1 chemin du Sarradet";"65370";"42.9181961, 0.6373002";"mairietroubat@orange.fr";"";"";"CC Neste Barousse";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65453";"Troubat";75;0;75;"65";2;2020;2023;2022;"CC Neste Barousse";200070829;"Hautes-Pyrénées";2020;"No"
"33414";"mairie-65454-01";"65454";"Mairie";"Mairie - Trouley-Labarthe";"La Direction de l'information légale et administrative (Premier ministre)";"Trouley-Labarthe";"1 rue de la Forge";"65140";"43.316318512, 0.242507994175";"mairie.trouleylabarthe@orange.fr";"";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65454";"Trouley-Labarthe";105;1;106;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"4370";"mairie-65455-01";"65455";"Mairie";"Mairie - Tuzaguet";"La Direction de l'information légale et administrative (Premier ministre)";"Tuzaguet";"4 place de la Mairie";"65150";"43.0774993, 0.4389039";"mairie.tuzaguet@wanadoo.fr";"";"";"CC Neste Barousse";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65455";"Tuzaguet";436;8;444;"65";2;2020;2023;2022;"CC Neste Barousse";200070829;"Hautes-Pyrénées";2020;"No"
"4530";"mairie-65456-01";"65456";"Mairie";"Mairie - Uglas";"La Direction de l'information légale et administrative (Premier ministre)";"Uglas";"26 chemin de la Bielle";"65300";"43.141494751, 0.433907985687";"uglas.mairie@wanadoo.fr";"http://www.mairie-uglas.fr";"";"CC du Plateau de Lannemezan";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65456";"Uglas";285;7;292;"65";2;2020;2023;2022;"CC du Plateau de Lannemezan";200070787;"Hautes-Pyrénées";2020;"No"
"19831";"mairie-65457-01";"65457";"Mairie";"Mairie - Ugnouas";"La Direction de l'information légale et administrative (Premier ministre)";"Ugnouas";"4 bis rue des Pyrénées";"65140";"43.343223, 0.099495";"mairie-ugnouas@orange.fr";"";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65457";"Ugnouas";83;1;84;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"23571";"mairie-65458-01";"65458";"Mairie";"Mairie - Uz";"La Direction de l'information légale et administrative (Premier ministre)";"Uz";"Le Bourg";"65400";"42.965675, -0.086096";"commune-de-uz@orange.fr";"";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65458";"Uz";33;1;34;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"4483";"mairie-65459-01";"65459";"Mairie";"Mairie - Uzer";"La Direction de l'information légale et administrative (Premier ministre)";"Uzer";"1 place Saint-Martin";"65200";"43.078356, 0.196013";"mairieuzer@orange.fr";"";"";"CC de la Haute-Bigorre";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65459";"Uzer";103;0;103;"65";2;2020;2023;2022;"CC de la Haute-Bigorre";246500482;"Hautes-Pyrénées";2020;"No"
"9104";"mairie-65460-01";"65460";"Mairie";"Mairie - Vic-en-Bigorre";"La Direction de l'information légale et administrative (Premier ministre)";"Vic-en-Bigorre";"[""""Place des Combattants-de-Toutes-les-Guerres"""", """"BP 41""""]";"65500";"43.386016, 0.054424";"mairie@vic-bigorre.fr";"http://www.mairie-vic-bigorre.fr";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65460";"Vic-en-Bigorre";4831;270;5101;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"Yes"
"6104";"mairie-65461-01";"65461";"Mairie";"Mairie - Vidou";"La Direction de l'information légale et administrative (Premier ministre)";"Vidou";"1 route de Trie-sur-Baïse";"65220";"43.298777, 0.3230779";"commune-de-vidou@orange.fr";"";"";"CC du Pays de Trie et du Magnoac";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65461";"Vidou";101;2;103;"65";3;2020;2023;2022;"CC du Pays de Trie et du Magnoac";200070795;"Hautes-Pyrénées";2020;"No"
"36331";"mairie-65462-01";"65462";"Mairie";"Mairie - Vidouze";"La Direction de l'information légale et administrative (Premier ministre)";"Vidouze";"1 cami dou Castille";"65700";"43.44361, -0.049719";"mairie.vidouze@wanadoo.fr";"";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65462";"Vidouze";242;5;247;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"34854";"mairie-65463-01";"65463";"Mairie";"Mairie - Viella";"La Direction de l'information légale et administrative (Premier ministre)";"Viella";"Le Village";"65120";"42.876463, 0.012789";"mairie.viella@gmail.com";"";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65463";"Viella";84;1;85;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"13570";"mairie-65464-01";"65464";"Mairie";"Mairie - Vielle-Adour";"La Direction de l'information légale et administrative (Premier ministre)";"Vielle-Adour";"2 route de Hitte";"65360";"43.1456260681, 0.1196179986";"mairie.vielleadour@wanadoo.fr";"";"";"CA Tarbes-Lourdes-Pyrénées";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65464";"Vielle-Adour";500;10;510;"65";3;2020;2023;2022;"CA Tarbes-Lourdes-Pyrénées";200069300;"Hautes-Pyrénées";2020;"No"
"17293";"mairie-65465-01";"65465";"Mairie";"Mairie - Vielle-Aure";"La Direction de l'information légale et administrative (Premier ministre)";"Vielle-Aure";"7 place de la Fontaine";"65170";"42.8291816711, 0.326563000679";"mairie.vielle-aure@wanadoo.fr";"";"";"CC Aure-Louron";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65465";"Vielle-Aure";317;9;326;"65";2;2020;2023;2022;"CC Aure Louron";246500573;"Hautes-Pyrénées";2020;"No"
"30563";"mairie-65466-01";"65466";"Mairie";"Mairie - Vielle-Louron";"La Direction de l'information légale et administrative (Premier ministre)";"Vielle-Louron";"Le Village";"65240";"42.8331565857, 0.402859985828";"commune-de-vielle-louron@orange.fr";"";"";"CC Aure-Louron";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65466";"Vielle-Louron";82;1;83;"65";2;2020;2023;2022;"CC Aure Louron";246500573;"Hautes-Pyrénées";2020;"No"
"24325";"mairie-65467-01";"65467";"Mairie";"Mairie - Vier-Bordes";"La Direction de l'information légale et administrative (Premier ministre)";"Vier-Bordes";"8 route de Bordes";"65400";"42.9981765747, -0.0551559999585";"mairie.vier-bordes@wanadoo.fr";"";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65467";"Vier-Bordes";97;6;103;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"36041";"mairie-65468-01";"65468";"Mairie";"Mairie - Vieuzos";"La Direction de l'information légale et administrative (Premier ministre)";"Vieuzos";"2 rue du Village";"65230";"43.2596626282, 0.451009988785";"mairiedevieuzos@nordnet.fr";"";"";"CC du Pays de Trie et du Magnoac";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65468";"Vieuzos";43;1;44;"65";3;2020;2023;2022;"CC du Pays de Trie et du Magnoac";200070795;"Hautes-Pyrénées";2020;"No"
"10712";"mairie-65469-01";"65469";"Mairie";"Mairie - Viey";"La Direction de l'information légale et administrative (Premier ministre)";"Viey";"5 carrero det Centre";"65120";"42.881878, 0.023634";"mairiedeviey@orange.fr";"";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65469";"Viey";21;1;22;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"8398";"mairie-65470-01";"65470";"Mairie";"Mairie - Viger";"La Direction de l'information légale et administrative (Premier ministre)";"Viger";"Impasse de l'École";"65100";"43.0627039, -0.048532";"mairie.viger@wanadoo.fr";"";"";"CA Tarbes-Lourdes-Pyrénées";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65470";"Viger";146;4;150;"65";1;2020;2023;2022;"CA Tarbes-Lourdes-Pyrénées";200069300;"Hautes-Pyrénées";2020;"No"
"25222";"mairie-65471-01";"65471";"Mairie";"Mairie - Vignec";"La Direction de l'information légale et administrative (Premier ministre)";"Vignec";"Le Village";"65170";"42.823541, 0.3160175";"mairie.vignec@wanadoo.fr";"http://www.vignec.fr";"";"CC Aure-Louron";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65471";"Vignec";213;8;221;"65";2;2020;2023;2022;"CC Aure Louron";246500573;"Hautes-Pyrénées";2020;"No"
"26468";"mairie-65472-01";"65472";"Mairie";"Mairie - Villefranque";"La Direction de l'information légale et administrative (Premier ministre)";"Villefranque";"2 chemin de Poutic";"65700";"43.4991709, -0.005523";"mairievillefranque@wanadoo.fr";"";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65472";"Villefranque";74;5;79;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"5957";"mairie-65473-01";"65473";"Mairie";"Mairie - Villelongue";"La Direction de l'information légale et administrative (Premier ministre)";"Villelongue";"20 rue de Marque-Debat";"65260";"42.9536018, -0.0613689";"cne.villelongue@wanadoo.fr";"https://www.villelongue.fr";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65473";"Villelongue";382;11;393;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"1322";"mairie-65474-01";"65474";"Mairie";"Mairie - Villembits";"La Direction de l'information légale et administrative (Premier ministre)";"Villembits";"7 rue du Château";"65220";"43.2803421021, 0.313387006521";"mairie.villembits@orange.fr";"";"";"CC du Pays de Trie et du Magnoac";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65474";"Villembits";113;1;114;"65";3;2020;2023;2022;"CC du Pays de Trie et du Magnoac";200070795;"Hautes-Pyrénées";2020;"No"
"22107";"mairie-65475-01";"65475";"Mairie";"Mairie - Villemur";"La Direction de l'information légale et administrative (Premier ministre)";"Villemur";"1 place du Village";"65230";"43.255502, 0.550919";"mairiedevillemur@orange.fr";"";"";"CC du Pays de Trie et du Magnoac";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65475";"Villemur";60;1;61;"65";3;2020;2023;2022;"CC du Pays de Trie et du Magnoac";200070795;"Hautes-Pyrénées";2020;"No"
"19478";"mairie-65476-01";"65476";"Mairie";"Mairie - Villenave-près-Bearn";"La Direction de l'information légale et administrative (Premier ministre)";"Villenave-près-Béarn";"9 place de la Mairie";"65500";"43.36359, -0.090907";"m.villenavebearn@wanadoo.fr";"";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65476";"Villenave-près-Béarn";66;4;70;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"9369";"mairie-65477-01";"65477";"Mairie";"Mairie - Villenave-près-Marsac";"La Direction de l'information légale et administrative (Premier ministre)";"Villenave-près-Marsac";"12 bis rue Saint-Bruno";"65500";"43.333820343, 0.0903939977288";"m.villenavemarsac@wanadoo.fr";"http://www.villenave-pres-marsac.fr";"";"CC Adour Madiran";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65477";"Villenave-près-Marsac";106;2;108;"65";3;2020;2023;2022;"CC Adour Madiran";200072106;"Hautes-Pyrénées";2020;"No"
"8202";"mairie-65478-01";"65478";"Mairie";"Mairie - Viscos";"La Direction de l'information légale et administrative (Premier ministre)";"Viscos";"Le Village";"65120";"42.910978, -0.045045";"mairie.viscos@orange.fr";"";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65478";"Viscos";33;1;34;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"20022";"mairie-65479-01";"65479";"Mairie";"Mairie - Visker";"La Direction de l'information légale et administrative (Premier ministre)";"Visker";"2 carrera de Marca-Devath";"65200";"43.1394271851, 0.0626799985766";"mairie.visker@wanadoo.fr";"http://www.mairie-visker.fr";"";"CA Tarbes-Lourdes-Pyrénées";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65479";"Visker";352;10;362;"65";3;2020;2023;2022;"CA Tarbes-Lourdes-Pyrénées";200069300;"Hautes-Pyrénées";2020;"No"
"25000";"mairie-65481-01";"65481";"Mairie";"Mairie - Barèges";"La Direction de l'information légale et administrative (Premier ministre)";"Barèges";"Place Urbain-Cazaux";"65120";"42.8967018127, 0.0645719990134";"mairie.bareges@orange.fr";"http://www.mairie-bareges.fr";"";"CC Pyrénées Vallées des Gaves";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65481";"Barèges";157;5;162;"65";1;2020;2023;2022;"CC Pyrénées Vallées des Gaves";200070811;"Hautes-Pyrénées";2020;"No"
"27373";"mairie-65482-01";"65482";"Mairie";"Mairie - Cantaous";"La Direction de l'information légale et administrative (Premier ministre)";"Cantaous";"1 place de la Mairie";"65150";"43.101318, 0.4417759";"cantaous.mairie@wanadoo.fr";"";"";"CC Neste Barousse";"HAUTES-PYRENEES";"OCCITANIE";76;"Occitanie";"65482";"Cantaous";440;11;451;"65";2;2020;2023;2022;"CC Neste Barousse";200070829;"Hautes-Pyrénées";2020;"No"
"16072";"mairie-66001-01";"66001";"Mairie";"Mairie - L'Albère";"La Direction de l'information légale et administrative (Premier ministre)";"L'Albère";"Saint-Jean d'Albère";"66480";"42.483433, 2.893916";"mairie-sg.albere@wanadoo.fr";"http://lalbere.net";"";"CC du Vallespir";"PYRENEES-ORIENTALES";"OCCITANIE";76;"Occitanie";"66001";"L'Albère";70;1;71;"66";1;2020;2023;2022;"CC du Vallespir";246600373;"Pyrénées-Orientales";2020;"No"
"31876";"mairie-66002-01";"66002";"Mairie";"Mairie - Alénya";"La Direction de l'information légale et administrative (Premier ministre)";"Alénya";"Place de la République";"66200";"42.6379013062, 2.98081994057";"mairie@alenya.fr";"http://www.alenya.fr";"";"CC Sud-Roussillon";"PYRENEES-ORIENTALES";"OCCITANIE";76;"Occitanie";"66002";"Alénya";3654;63;3717;"66";1;2020;2023;2022;"CC Sud-Roussillon";246600282;"Pyrénées-Orientales";2020;"Yes"
"10912";"mairie-66003-01";"66003";"Mairie";"Mairie - Amélie-les-Bains-Palalda";"La Direction de l'information légale et administrative (Premier ministre)";"Amélie-les-Bains-Palalda";"5 rue des Thermes";"66110";"42.472793, 2.669577";"contactmairie@amelie-les-bains.fr";"http://www.mairie-amelie.com";"";"CC du Haut Vallespir";"PYRENEES-ORIENTALES";"OCCITANIE";76;"Occitanie";"66003";"Amélie-les-Bains-Palalda";3581;51;3632;"66";1;2020;2023;2022;"CC du Haut Vallespir";246600548;"Pyrénées-Orientales";2020;"Yes"
"9614";"mairie-66004-01";"66004";"Mairie";"Mairie - Les Angles";"La Direction de l'information légale et administrative (Premier ministre)";"Les Angles";"Place du Coq-d'Or";"66210";"42.577316, 2.073927";"contact@les-angles.fr";"http://www.les-angles.fr";"Pendant la crise sanitaire téléphoner avant de se déplacer.";"CC Pyrénées Catalanes";"PYRENEES-ORIENTALES";"OCCITANIE";76;"Occitanie";"66004";"Les Angles";546;8;554;"66";3;2020;2023;2022;"CC Pyrénées catalanes";246600464;"Pyrénées-Orientales";2020;"No"
"16293";"mairie-66005-01";"66005";"Mairie";"Mairie - Angoustrine-Villeneuve-les-Escaldes";"La Direction de l'information légale et administrative (Premier ministre)";"Angoustrine-Villeneuve-Escaldes";"39 route des Pyrénées";"66760";"42.479801178, 1.95740997791";"mairie.angoustrine@wanadoo.fr";"http://www.angoustrine.info";"";"CC Pyrénées Cerdagne";"PYRENEES-ORIENTALES";"OCCITANIE";76;"Occitanie";"66005";"Angoustrine-Villeneuve-des-Escaldes";557;35;592;"66";3;2020;2023;2022;"CC Pyrénées Cerdagne";246600399;"Pyrénées-Orientales";2020;"No"
"28210";"mairie-66006-01";"66006";"Mairie";"Mairie - Ansignan";"La Direction de l'information légale et administrative (Premier ministre)";"Ansignan";"14 avenue de l'Hôtel-de-Ville";"66220";"42.7615013123, 2.51541996002";"mairie.ansignan@wanadoo.fr";"http://www.mairie-ansignan.fr";"";"CC Agly Fenouillèdes";"PYRENEES-ORIENTALES";"OCCITANIE";76;"Occitanie";"66006";"Ansignan";166;5;171;"66";3;2020;2023;2022;"CC Agly Fenouillèdes";246600423;"Pyrénées-Orientales";2020;"No"
"1608";"mairie-66007-01";"66007";"Mairie";"Mairie - Arboussols";"La Direction de l'information légale et administrative (Premier ministre)";"Arboussols";"Place de la Mairie";"66320";"42.663261, 2.486197";"mairie.arboussols@orange.fr";"http://arboussols.fr";"";"CC Conflent-Canigó";"PYRENEES-ORIENTALES";"OCCITANIE";76;"Occitanie";"66007";"Arboussols";127;1;128;"66";3;2020;2023;2022;"CC Conflent-Canigó";200049211;"Pyrénées-Orientales";2020;"No"
